gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
NPM1	0.16841517867731906	0.1620533669685913	0.97	0.951	1
ARNT	0.032637492863326664	0.1620473543661678	0.207	0.148	1
WRAP73	0.0018485431561812002	0.1619528592009417	0.197	0.112	1
TUBA4A	0.008639635230785125	0.16177847151849845	0.097	0.047	1
CENPA	0.06213137911671486	0.16176851744255333	0.06	0.031	1
TARS1	0.0054557550851101885	0.16173585970327764	0.383	0.281	1
HERPUD2	0.0016083502008625902	0.16161635456551993	0.29	0.182	1
ATP23	0.005703150191028976	0.1614304881822068	0.17	0.099	1
TMEM41B	0.014509232488907125	0.161325769326224	0.38	0.288	1
MARCHF5	0.0017128164888882162	0.16122218379709563	0.28	0.179	1
RNASEH2C	0.012606632241579827	0.16121139102651894	0.68	0.571	1
UQCC3	0.016121087613393714	0.16111448660623917	0.273	0.195	1
MRS2	0.007005621794022415	0.16109292963265864	0.247	0.161	1
SRP72	0.019035557601276728	0.16097431940083107	0.797	0.74	1
C15orf40	0.01441527632111831	0.16096737592261867	0.297	0.216	1
ZNF830	0.0023007674644557907	0.16080573079638527	0.387	0.262	1
RDH14	0.003764751050509563	0.16071754077395528	0.36	0.247	1
ZNF91	0.0019478177720764053	0.16069423222881085	0.433	0.304	1
DYRK4	6.067811944515001e-4	0.1606572968233182	0.31	0.19	1
JRK	0.001175413230795112	0.16054419429501354	0.14	0.065	1
CCNE2	0.05751464393321331	0.16033202713416178	0.087	0.052	1
RPAP2	0.009466266744593704	0.1603010777071059	0.363	0.273	1
IFT52	0.001145197384917164	0.16016842947345766	0.26	0.156	1
SUCLA2	0.04027762197215422	0.16009117092500036	0.31	0.242	1
RUBCNL	0.10584771335633229	0.16001300259522444	0.517	0.436	1
HID1	4.2763359459882245e-4	0.1599841244575263	0.117	0.044	1
CAPZA1	0.0013616848446495267	0.15992181160065555	0.807	0.644	1
PRPSAP1	0.001639211244044025	0.1599032503374883	0.29	0.182	1
SPNS3	0.04260077074151337	0.15974702724643253	0.563	0.486	1
COX5A	0.024416682480565985	0.15973682646852216	0.78	0.73	1
PKIB	4.254231615267905e-5	0.15970490060339854	0.063	0.008	0.8445075179468318
GBP3	0.009562569383745799	0.15950335216072836	0.12	0.065	1
ANXA5	3.1205862863987213e-4	0.15949479965043611	0.64	0.442	1
COG1	0.00759359876044017	0.15949300397592034	0.14	0.078	1
ATG3	0.004325317426770849	0.1593117448479987	0.473	0.351	1
FHL1	0.010909459903690922	0.1592925409563729	0.273	0.19	1
ZMAT5	4.643516653806139e-4	0.15927086655448913	0.18	0.088	1
ERG28	0.07166264069437245	0.15923056532389962	0.243	0.19	1
CCAR1	0.01636516903653726	0.15922537169026896	0.587	0.496	1
STK16	6.106202221735832e-4	0.15920661445114365	0.233	0.127	1
IMP3	0.0016173500850639251	0.15916137653325024	0.487	0.361	1
GRIP1	5.781631979046935e-4	0.15911175657879525	0.117	0.047	1
CCT5	0.028760874095805335	0.15907417251431744	0.563	0.496	1
RBM48	0.016952469532586147	0.15905991213238763	0.22	0.148	1
CTBS	0.015263433061893022	0.1590104451840939	0.387	0.296	1
ARF4	0.0077680346350042315	0.15898356051600704	0.617	0.494	1
SDHAF2	0.005388559116511323	0.15890114692572888	0.313	0.216	1
TTC7A	0.016237971272445764	0.15889096787147428	0.593	0.481	1
SNAP91	8.298503142573776e-7	0.15884819047831067	0.077	0.005	0.016473358588323203
ACTR10	0.005790831816558964	0.15874496898786894	0.37	0.27	1
GGA1	0.009975519556555524	0.1587424936410225	0.287	0.2	1
OAT	5.876283317204124e-4	0.15873528836273287	0.263	0.151	1
HOOK1	2.3008770688829405e-6	0.1586979698552903	0.09	0.013	0.04567471069439525
ANKRD26	0.015348696204550916	0.158686862819154	0.27	0.19	1
NIP7	0.0037419022101531528	0.1586554604947094	0.31	0.213	1
ATXN2	0.007339467309634938	0.15863942253954877	0.377	0.273	1
CACUL1	0.011786971978080386	0.15858259359243576	0.32	0.234	1
NUBP2	0.004068162076479077	0.1585580643125858	0.447	0.33	1
MAN1A2	0.04446167458849061	0.15847209480869706	0.637	0.574	1
NUFIP1	0.005026273266508011	0.15846174697624144	0.177	0.104	1
RAPGEF5	5.64770507752748e-7	0.15845706797815853	0.063	0	0.011211259349399802
EPB41L1	3.244633046070437e-4	0.15844549691712145	0.083	0.023	1
CBWD2	0.0032233081126782632	0.15843038157921732	0.153	0.083	1
FN3KRP	0.0017849082180136644	0.15834650339924	0.27	0.166	1
LRRC42	0.0033973289505741986	0.15831865649607793	0.133	0.068	1
GPR82	0.00281641565968875	0.15827513725485848	0.07	0.023	1
SMIM10L1	0.02602488800600435	0.158209409908167	0.447	0.358	1
LYPLAL1	0.0021187760374501968	0.1581581929140835	0.237	0.143	1
SNRPD2	0.01378763797974684	0.15809791417685526	0.93	0.896	1
EPB41L5	3.3102226375776257e-7	0.15797675465404587	0.073	0.003	0.006571122957855345
ZNF875	0.002527911142314618	0.15786099475775067	0.157	0.083	1
PYM1	0.0029121789766005488	0.1578198293501863	0.3	0.197	1
DENR	0.013225870654899703	0.15762614583991175	0.63	0.517	1
TNFRSF4	0.0020587627347625303	0.1575208686336234	0.063	0.018	1
MRPL54	0.020661832560681895	0.15750567437733043	0.567	0.444	1
GEMIN2	0.007855218486941179	0.15745788546613293	0.143	0.081	1
MSRA	0.009833593114100649	0.15717287274966474	0.19	0.119	1
PHACTR4	0.018707137593642013	0.1571637501241382	0.39	0.294	1
GSE1	0.006526967222830074	0.1571340371685554	0.267	0.177	1
UBXN4	6.863376358404603e-4	0.15705194687453794	0.9	0.821	1
TADA3	0.033091927207317885	0.1569706092069113	0.393	0.319	1
DNAJC12	0.003139484237599018	0.15693484677509195	0.177	0.099	1
YIPF2	0.00710925345926586	0.15668689241343914	0.187	0.114	1
CEP162	0.005031534822763848	0.15659063591568378	0.24	0.151	1
APELA	2.298654832415824e-6	0.1565894254412632	0.057	0	0.04563059707828652
TMEM229B	7.231154874505738e-4	0.1565533575762983	0.123	0.052	1
MTFR1L	0.01485138860875461	0.15652193306706724	0.163	0.104	1
SOAT1	0.011993279491241467	0.1564799814284342	0.137	0.078	1
RAB22A	0.004850904707762407	0.15645278022922182	0.403	0.294	1
VPS72	6.431002367976389e-4	0.15638818322712256	0.203	0.109	1
SS18	0.017038800680371627	0.15628510225427727	0.307	0.231	1
CYB5D2	0.4608042633280775	0.15627557520877727	0.163	0.145	1
NUP107	0.006319500891237771	0.15627492091146056	0.307	0.21	1
CISD2	0.047229165254353056	0.15623623740508463	0.443	0.364	1
ALG3	0.006309626297070754	0.15623469492771502	0.253	0.166	1
ABHD17B	0.025194607830967244	0.1560191628670874	0.293	0.216	1
DENND11	8.45415307519006e-4	0.15601378935549381	0.297	0.182	1
NFYB	0.02896064137163045	0.15585143782880828	0.323	0.252	1
NME7	2.9525058647361447e-6	0.1557071923534889	0.13	0.034	0.058610193920877206
EIF2B5	0.12975773648518651	0.15560417481293942	0.193	0.151	1
ALDH3A2	1.6303106600871274e-4	0.1555624204089216	0.113	0.039	1
GET3	0.0260964880398167	0.15556234091719423	0.353	0.281	1
NSUN5	0.008091010176103863	0.15553449769902927	0.38	0.281	1
PRKY	0.0062062985376377285	0.15543801915379424	0.183	0.109	1
RNF44	0.010049980736875234	0.15537359392780065	0.25	0.171	1
PRDX3	0.03978760394103645	0.1549632153818341	0.57	0.483	1
NFE2L2	0.15167333235376088	0.15485543134134616	0.45	0.418	1
RBM42	0.06454140201299696	0.1547115257748224	0.373	0.306	1
C19orf48	0.005633692770056824	0.15452530137439857	0.32	0.218	1
CENPH	0.006035510342660205	0.15448994406035288	0.197	0.119	1
POLR1E	0.002869134036639088	0.15445685539130052	0.17	0.094	1
ARPC1A	0.027595234266329233	0.15433048455848486	0.337	0.265	1
TRMT61A	4.6786014115791615e-4	0.15403908634187158	0.107	0.039	1
ZNF569	0.001242155334881576	0.1539195801292537	0.153	0.075	1
MOSPD3	0.001385301716509989	0.15391125165931763	0.173	0.091	1
PMM2	0.015259653323575177	0.1538223252061185	0.353	0.262	1
MYF6	2.298654832415824e-6	0.1538169899034987	0.057	0	0.04563059707828652
FAM228B	0.11345704000729608	0.15376992557617103	0.23	0.184	1
EPHB6	0.003552342491429515	0.15368747137675898	0.113	0.052	1
RNF216	0.03285939108778916	0.1536363590934683	0.36	0.283	1
AATF	0.006979931730751194	0.15361811918935742	0.513	0.387	1
CYREN	0.022918497429868873	0.15359155950686193	0.223	0.161	1
CASP6	0.0023398407039160896	0.1534942449815832	0.153	0.081	1
NTNG2	0.0020180359044766616	0.1534194774862734	0.097	0.039	1
LRIG2	0.07097365254440735	0.15338369378218367	0.147	0.104	1
RSPRY1	0.0014764426080975178	0.15338310404121508	0.243	0.148	1
YEATS2	7.558835269573875e-4	0.1531769216232033	0.247	0.14	1
ADGRL3	0.011546322861734208	0.15309159370634656	0.073	0.031	1
S100PBP	0.024397239910916337	0.15307359939571052	0.477	0.387	1
PSMB6	0.012235366388544706	0.1526147576663508	0.74	0.631	1
PUS3	0.001202134887568979	0.15259420452938227	0.143	0.068	1
RETREG1	0.00642025123677162	0.15248308941314484	0.11	0.055	1
LRRC59	0.08749253072426465	0.1523275104684928	0.397	0.332	1
ITIH5	7.062206293574597e-7	0.15230810377833842	0.07	0.003	0.014019185713374934
METRN	8.347167799551688e-4	0.15192215333067183	0.183	0.094	1
C12orf76	0.01403830029067658	0.15179407143427093	0.17	0.104	1
NOP16	5.849667326290169e-4	0.15178754701764263	0.207	0.109	1
MBIP	0.014686131101534763	0.15177596968615892	0.26	0.182	1
CPQ	0.005302917664723976	0.15173084401724451	0.23	0.143	1
MED31	0.007212525682931589	0.15170223697816537	0.197	0.119	1
ITSN1	0.0020963482600147403	0.1516391091359945	0.1	0.042	1
KIF3A	1.7418688592773756e-4	0.1515355146870757	0.113	0.039	1
ABHD14A	0.01375697814429779	0.15147101633855864	0.183	0.117	1
LRRC27	0.002974440941769812	0.15142283147994093	0.113	0.052	1
IKBIP	0.008526296645374779	0.15100127581324918	0.273	0.184	1
ZNF32	9.264751977599115e-4	0.15085381808455356	0.297	0.187	1
C19orf25	0.0219475521551147	0.15075149628504336	0.343	0.262	1
ANKRD39	0.010650087654585748	0.15074007430674113	0.273	0.192	1
ADIPOR1	0.005576228213683399	0.15068707800300574	0.313	0.216	1
TSPAN17	7.122862074134423e-4	0.15061018703937837	0.12	0.049	1
XRN2	0.013217247175076618	0.15060565541651405	0.687	0.556	1
SNF8	0.02232635776245543	0.15049877985700477	0.63	0.527	1
CHRNB1	0.23688148707723497	0.15044828698084173	0.14	0.114	1
TET1	0.0011431252941954792	0.15035687273849477	0.117	0.049	1
PNN	0.010663960850245789	0.15031091630774185	0.913	0.823	1
HILPDA	0.003132140872997318	0.15030797166983464	0.123	0.06	1
LRRN1	3.4977320965499833e-4	0.15030673795282368	0.063	0.013	1
ETFA	0.009289580025818794	0.1502232794040702	0.44	0.343	1
GALNT2	0.0012477616926110239	0.15021504569385002	0.583	0.439	1
REC8	0.001376923230285388	0.1501798730606505	0.213	0.122	1
CEBPZ	0.0023356517279786325	0.15010217927529101	0.58	0.436	1
ARL17B	0.01175968427627093	0.15005221453115775	0.207	0.132	1
NOP58	0.015140316463760713	0.15002081673113588	0.65	0.517	1
PPP3CC	0.005127313763245444	0.14999370576184534	0.227	0.143	1
STAC3	0.013483814170859157	0.14996279109213034	0.11	0.06	1
C8orf33	0.023000468081432947	0.1498557370245852	0.43	0.327	1
ARMC1	0.023752692761328607	0.14983630305161832	0.36	0.278	1
MECP2	0.006006440060556631	0.14983258993133486	0.42	0.317	1
UQCRC2	0.002479255079992827	0.14967725713399105	0.643	0.519	1
ALDOC	2.946589681747994e-5	0.14963204896935306	0.077	0.013	0.5849275177237944
RUNX2	0.7625142984531381	0.14957294692169265	0.807	0.821	1
HEBP1	0.006195157881238152	0.1495331194330451	0.287	0.195	1
TAF9	0.003103053453922338	0.14951533415676121	0.377	0.265	1
ANKRD50	0.019685497633840983	0.14945554601872899	0.14	0.086	1
PAIP1	0.009158688580275584	0.14938725722760893	0.61	0.506	1
MDM1	0.020916575099848674	0.14937709650499154	0.153	0.096	1
ZNF669	4.043426566271655e-4	0.1492479475527464	0.16	0.075	1
LRRC37B	0.011716670553728801	0.14923465291555343	0.153	0.094	1
SCD	3.704897057578786e-5	0.14911139938150172	0.143	0.049	0.7354591148999648
CATSPER2	0.006244285561695427	0.149041585460655	0.11	0.055	1
MYLK	0.018928643793240336	0.1490269257602237	0.187	0.122	1
NUCKS1	0.012586532771881993	0.14897689486839916	0.907	0.834	1
HOXB7	1.9079742146227023e-4	0.14881391472513286	0.067	0.013	1
NTNG1	5.853760828623032e-6	0.14878874461748975	0.06	0.003	0.1162030062089958
RAD51C	0.012991507633060524	0.14876897307269266	0.227	0.153	1
TSPAN15	1.3432542053209e-6	0.1486546053891569	0.087	0.01	0.026664939229825185
EDEM3	0.00410459157034701	0.14863921027775984	0.363	0.252	1
SLC35F5	0.008747976978149167	0.148635631748747	0.26	0.174	1
CEP44	1.5940337904377943e-4	0.1485593882148079	0.197	0.091	1
DAAM1	0.08407324346333551	0.14833116225883902	0.653	0.592	1
EIF2B4	0.005190146494754548	0.14819109249848994	0.227	0.145	1
PRPS1	0.004439403943080937	0.14815914788611612	0.273	0.177	1
ERI3	0.08077032050470727	0.14782640959709847	0.247	0.195	1
GCDH	0.0011276603831210205	0.14781393521560576	0.243	0.143	1
ZCCHC17	0.026931910615358896	0.1477678644780397	0.41	0.33	1
LNPEP	0.014545667408527373	0.1476964272022463	0.68	0.566	1
TMEM150A	3.5104295813499347e-4	0.14764843440467634	0.11	0.039	1
YY1AP1	0.01817306762359002	0.1475687413703214	0.283	0.21	1
HDAC8	0.06637448341330704	0.14748811093791175	0.213	0.161	1
KCNN4	1.7008883081780827e-5	0.14736986274630057	0.08	0.013	0.3376433380564312
MED23	0.01671098935103577	0.14734510576251514	0.29	0.208	1
PIGF	0.11577093469029891	0.14729060557903212	0.287	0.234	1
ACOT13	0.001813954341743814	0.14717028081416744	0.27	0.169	1
TRMT61B	0.001015741243814322	0.1470992324048642	0.173	0.088	1
DGKA	0.006418070698539844	0.14706457531284117	0.27	0.184	1
PPP2R5E	0.003941590224906617	0.14701007439997105	0.463	0.343	1
MOB2	0.1273089809439901	0.1469867760187133	0.213	0.169	1
C14orf119	0.029860086516168328	0.146941471303767	0.293	0.226	1
CFAP299	4.633733638380877e-6	0.14691630411493845	0.053	0	0.0919842464554988
MOSPD1	0.003777055613215383	0.1468876769706117	0.153	0.083	1
MYO3A	4.633733638380877e-6	0.14672021978415664	0.053	0	0.0919842464554988
RCHY1	0.06078075241846228	0.14670895180246313	0.203	0.151	1
SART3	0.01672451826005835	0.1466793641237159	0.313	0.229	1
PSMD12	0.007284821854156916	0.14655976499728185	0.413	0.309	1
PHF1	0.02457901249703369	0.1465538720692598	0.147	0.094	1
KLRC4	0.12994159440608516	0.14652513792607694	0.043	0.023	1
EMC6	0.002924014393192652	0.14640621924298802	0.547	0.405	1
RHOQ	0.010056042657821798	0.1463979856602451	0.367	0.27	1
AACS	9.040740494313384e-5	0.14639252588291812	0.23	0.114	1
SMIM7	0.028497125413135604	0.14636553150135123	0.517	0.423	1
PRXL2B	4.6278639112747825e-5	0.14636467939379227	0.09	0.021	0.9186772650271571
GNG5	0.03294373350100733	0.14624837157146242	0.893	0.782	1
ETV5	1.139751693766734e-6	0.1462309053656356	0.06	0	0.022625210872963437
TIGD1	0.0061465356565657695	0.1462156058321465	0.097	0.044	1
UBA5	0.005038670449757666	0.14621202692679836	0.437	0.322	1
LRRC28	0.03164985504967956	0.14616565948873805	0.17	0.117	1
SMS	0.012572898170416683	0.14611539456105227	0.29	0.205	1
OPN3	0.03033919731758924	0.1460986331099361	0.547	0.452	1
RNPS1	0.00984063932775645	0.14609380264995564	0.63	0.517	1
NOC2L	0.0016743524269916179	0.14603006134299468	0.33	0.21	1
CCDC32	0.015505998034029807	0.1459774702013985	0.383	0.291	1
WARS2	0.014636844996230228	0.14582552035887422	0.11	0.06	1
CD3G	0.31777639799823904	0.14572473568200056	0.06	0.044	1
FBXO44	8.828732221031837e-4	0.14557557037429758	0.123	0.052	1
MSH6	0.013507823926650429	0.14536767464114309	0.287	0.205	1
TNFSF10	0.040015589208945664	0.14535338443137724	0.19	0.135	1
PRR12	0.04341501949429478	0.14529266701670052	0.227	0.166	1
DAP3	0.10030701346717256	0.14520693137460072	0.47	0.418	1
C21orf58	0.07411184553048915	0.14517503940959375	0.133	0.091	1
ILKAP	0.0767690128935919	0.14514899837815154	0.263	0.208	1
UNG	0.009055964410678626	0.14506885374149137	0.187	0.114	1
CBWD5	6.500024011018043e-4	0.14498602005432626	0.18	0.091	1
PAAF1	0.017683489718860138	0.14480851758420893	0.143	0.086	1
PTPRG	1.4944191230229881e-6	0.14465501018056914	0.067	0.003	0.029665714011129336
SUGT1	0.014847403867836275	0.14460415767501322	0.617	0.496	1
ZBTB41	0.003183207837639041	0.14439259876406363	0.18	0.101	1
TYW3	0.008408322799696383	0.14425330999279096	0.327	0.231	1
COPS8	0.003085412084994962	0.1440836255646325	0.357	0.239	1
RNFT1	0.00926520339892184	0.14406261175665486	0.233	0.151	1
CREB3L4	0.0016079538513672027	0.1439170483567325	0.153	0.078	1
PRH1	0.003537797313154963	0.14389781863403805	0.337	0.229	1
EIF3K	0.0282148527044286	0.14389034446382443	0.92	0.829	1
CTIF	2.0838404189791692e-5	0.14378822770911084	0.09	0.018	0.41366316157155486
SLC43A1	1.38079522809804e-6	0.14376475737062655	0.087	0.01	0.027410166072974192
RABIF	0.00217298480946221	0.14373788350727462	0.227	0.132	1
SWT1	0.01037896453097086	0.14366057820522637	0.073	0.031	1
GALE	0.0011314500994150747	0.14352675712892426	0.097	0.036	1
GTPBP3	0.018957478156257257	0.14350525848484263	0.177	0.114	1
SF3B4	0.04474344236578189	0.14347081603312373	0.313	0.244	1
ZNF649	0.0016839579859623355	0.14344449493156985	0.143	0.07	1
TBCB	0.02411032632379984	0.14334213188204958	0.583	0.494	1
SEC11A	0.03272125844515507	0.14333365456006675	0.71	0.608	1
SKP2	2.010040868603002e-4	0.14332713555113769	0.153	0.065	1
EAPP	0.002456600258322567	0.1433156691293933	0.583	0.442	1
MOSMO	0.010055028090216757	0.1433056129162249	0.177	0.109	1
PLEKHA8	2.732408612190392e-4	0.14323175262583307	0.127	0.049	1
H4C8	0.014573676976095873	0.14314366361952838	0.133	0.078	1
ASNS	3.573548928033308e-5	0.14301908315537887	0.13	0.042	0.709385197703892
TBPL1	0.012106407882199998	0.14301002953135017	0.217	0.143	1
TBC1D17	0.008172258352085305	0.1429965945754225	0.143	0.081	1
AP2A1	0.03717359431137441	0.14297773333645986	0.24	0.177	1
PID1	1.0291687264948693e-5	0.14290116896919963	0.077	0.01	0.20430028389649652
LYRM7	0.01882830299193691	0.14286616402063368	0.3	0.226	1
STRAP	0.013574477104274731	0.14277829685719579	0.583	0.468	1
ACTB	0.09652406671582242	0.1427204012206671	1	1	1
SPRY1	0.015778254797439214	0.1425701223981954	0.063	0.026	1
XRCC5	0.009908151621114657	0.14256685172287797	0.877	0.816	1
SNRNP48	0.01816047894495521	0.14255139835103303	0.267	0.184	1
SPOP	0.011806591024078113	0.14247752770612077	0.447	0.343	1
WBP2NL	3.21895396392167e-4	0.14240529032094695	0.083	0.023	1
SSBP3	0.16138246892000324	0.1423144321524173	0.16	0.127	1
AK9	0.00776290159732835	0.14227481315406543	0.11	0.055	1
MTG1	0.09207063113723446	0.14227036598467308	0.253	0.205	1
DNAJC21	0.0200906196110925	0.14204700048125085	0.58	0.486	1
ATIC	0.0017379901894473396	0.14196921989383937	0.367	0.239	1
SUCLG2	0.0010690131434451667	0.14173901015210988	0.187	0.096	1
RFNG	0.008019126214349297	0.14150133345848198	0.16	0.094	1
JAM2	3.9691982523043344e-4	0.14149041297178588	0.087	0.026	1
ZNF703	2.754490066184667e-6	0.14148475060920374	0.063	0.003	0.054679382303831826
SLC2A11	4.156708426879257e-4	0.14147588481742818	0.27	0.151	1
MRFAP1	0.013053284391434616	0.1414677029260285	0.647	0.532	1
KCNK17	0.2636273127816494	0.14145661922973696	0.333	0.301	1
C5orf63	0.015301072613677658	0.1412882891588783	0.157	0.096	1
MSANTD3	0.018599060879267684	0.14127977028555072	0.09	0.047	1
CPTP	5.822120499929808e-4	0.14124785123203196	0.11	0.042	1
PRR3	6.896501023103316e-4	0.1410365462048493	0.123	0.052	1
LENG1	0.004768997656888448	0.1410152816530505	0.27	0.174	1
TXNDC17	0.045823478153468634	0.14080942899593674	0.54	0.449	1
ZNF33A	0.008247933386283119	0.1407875833201172	0.44	0.325	1
C12orf42	7.08451201498778e-4	0.14076027186493767	0.07	0.018	1
PPIL1	3.5109489855821794e-4	0.1406901607502597	0.133	0.055	1
AURKB	0.6144601099957363	0.14068554195358357	0.057	0.049	1
MRPL39	0.011355174773266575	0.1406682287949979	0.19	0.122	1
NADK2	0.004595410968307154	0.14063816118285744	0.157	0.086	1
C11orf71	5.692958453479109e-4	0.14062841004082033	0.203	0.104	1
PEF1	0.0042575128631806335	0.14054809840552146	0.29	0.195	1
PPP2R2D	0.023764167909326502	0.140484786416867	0.287	0.216	1
ZNF226	0.05431860476677432	0.14047900920283096	0.247	0.184	1
STX6	0.01644706461515928	0.14038430225667242	0.24	0.169	1
CAMK4	2.458547189597297e-4	0.1403603510869158	0.1	0.031	1
PCDHGA6	5.778396872433132e-6	0.1403578576789307	0.06	0.003	0.11470695631467011
CEP83	0.0033028379023013563	0.14028455921245503	0.213	0.127	1
PRTFDC1	5.305455124152471e-4	0.14010982129049535	0.067	0.016	1
SNX17	0.006578933346728499	0.14009534885866626	0.553	0.436	1
GYG1	0.002116012878843156	0.1400901113401522	0.283	0.174	1
GOLPH3L	0.0011292512144651682	0.14003215140718922	0.203	0.112	1
GTF3C6	0.1610046507686427	0.13983161843407088	0.583	0.53	1
CCDC85B	0.027358883824956146	0.13974537659628594	0.653	0.558	1
LRRC26	0.0013329023105137462	0.13967027329950388	0.317	0.192	1
ZFPL1	0.016063692331711715	0.139444659795112	0.197	0.13	1
GPN2	0.022529886672200013	0.1393900691316782	0.14	0.086	1
ARL10	0.01390371262092711	0.13934360704504803	0.063	0.026	1
PDZD11	0.0029644020755232457	0.13926640458616973	0.143	0.073	1
ZNF846	0.03112408134863905	0.13924011795187313	0.1	0.057	1
MAP3K3	0.0050349170653319255	0.13922855269513718	0.203	0.122	1
FBXW4	0.012916493323950513	0.1391265734086607	0.287	0.203	1
NOC4L	0.0016175998401861517	0.13909387969580628	0.17	0.088	1
DYNLRB1	0.020297650298301984	0.13909308372884954	0.657	0.556	1
C16orf87	0.008342208673166564	0.13892830539843515	0.283	0.195	1
ASAH1	0.02410095143120308	0.13892577845062803	0.437	0.351	1
BECN1	0.023779685343333728	0.13891412382018953	0.37	0.286	1
SPATA20	3.540854370543356e-4	0.13886912140177438	0.113	0.042	1
RNPEP	0.060117203226871696	0.13886405630971277	0.283	0.223	1
EIF3I	0.07796315347171	0.13884439400688708	0.68	0.623	1
CAMLG	0.04318639355778336	0.13883392380183823	0.447	0.371	1
ACOT8	0.001621357474744649	0.1388052675235652	0.207	0.114	1
NELFCD	0.012609082166143554	0.13877110134771808	0.38	0.283	1
OXR1	0.020997970582327306	0.13868717725610757	0.43	0.33	1
PKIA	0.007268768466284446	0.13868319331894252	0.127	0.068	1
PCCA	8.4923493293741e-6	0.13860948011950722	0.083	0.013	0.16858162653740527
EMSY	0.006839078046079344	0.13859275770870078	0.183	0.109	1
UPP1	1.5668729828884783e-4	0.13842725749442453	0.097	0.029	1
GCH1	0.04486339864291823	0.13842072182123194	0.087	0.049	1
COX17	0.046283231739687854	0.13840397992934172	0.697	0.608	1
SQLE	0.020754515883317518	0.13826810172239862	0.22	0.153	1
LRRC14	0.006434097196678564	0.13826010570475447	0.117	0.06	1
RPUSD1	0.007936182646478013	0.13821464849981624	0.183	0.112	1
CBLL1	0.008471004906894723	0.1381017604447286	0.267	0.179	1
MIEN1	0.009973148096691883	0.13786255222484534	0.407	0.306	1
TUBGCP4	0.019190072965561675	0.1378501007400782	0.183	0.119	1
APOBEC3C	0.0021500589181593496	0.1378328896863471	0.323	0.21	1
TMEM9	0.019969743153831796	0.13783100137649767	0.213	0.145	1
ZBTB1	0.10949282190121426	0.1375593219720016	0.44	0.384	1
GON7	0.013004747902859715	0.13754409517929767	0.233	0.156	1
ABCB1	0.05548824417453509	0.13748947592554583	0.05	0.023	1
CCNK	0.04974803436740391	0.13735447347128904	0.37	0.304	1
MRPS33	0.02761577240429509	0.13729696924612922	0.51	0.413	1
SHKBP1	0.014723579846306824	0.1372510787325888	0.36	0.265	1
CHMP6	0.011379145023931624	0.1372067069107282	0.17	0.104	1
ARHGEF9	0.01455490488987969	0.13704503170166377	0.183	0.117	1
ELAC1	0.03908800459472414	0.13691558067908619	0.133	0.086	1
PSMD3	0.00812399320406971	0.13690282113144858	0.423	0.309	1
GSK3A	0.078145606730542	0.13687314222109376	0.293	0.229	1
L3MBTL1	0.00863536658302893	0.13686406922965247	0.153	0.088	1
CYCS	0.022260201958323594	0.13684339604678564	0.7	0.623	1
ELMOD2	0.03617931956482279	0.1367827541057225	0.277	0.205	1
GTPBP10	0.03168184731917722	0.1367397351028074	0.18	0.122	1
CRADD	3.3503487620809594e-4	0.1366558549871423	0.097	0.031	1
CLPB	0.0020799616809360237	0.13664822019164344	0.17	0.091	1
STRN	0.042758067667980036	0.13664622895022827	0.25	0.187	1
BRIX1	0.002936803663748186	0.13664601471080662	0.393	0.27	1
HOOK2	8.90845131085443e-4	0.13663700711528376	0.157	0.075	1
CD9	0.1326072886071059	0.13657178538401749	0.097	0.068	1
BTG3	0.08336271625987343	0.1365165609506096	0.287	0.226	1
PFN1	0.0618343346324936	0.1364568010043592	0.987	0.94	1
SESTD1	0.017634239557648854	0.13643888180405175	0.133	0.078	1
DNMT3B	2.0433235091006722e-4	0.13641285591237456	0.09	0.026	1
DDT	0.005634081794378054	0.1363107049746675	0.133	0.07	1
FH	0.015924786285064517	0.13623316516691097	0.317	0.236	1
DDA1	0.012071225747494845	0.13606078358505813	0.43	0.327	1
LRRC7	0.0011812933508153765	0.1359285499921841	0.08	0.026	1
FAF1	0.021754393544094835	0.1359143011741295	0.27	0.197	1
TRAPPC2B	0.017703820246841213	0.13586251693948342	0.203	0.135	1
ZNF93	0.006949607448069146	0.13585466728099638	0.113	0.057	1
ATF6B	0.006332100946468323	0.1358311585174382	0.42	0.312	1
MED6	0.029162511371746015	0.1358268867538458	0.33	0.255	1
TTF1	0.041773237065908624	0.13576964335281405	0.33	0.257	1
WIPI2	0.006091241969397158	0.13568451103761858	0.463	0.351	1
PHTF1	0.010490917687034905	0.13549379384104254	0.187	0.117	1
ATP7A	0.07757995135686617	0.1354432708782882	0.12	0.081	1
HAT1	0.0010641105022873036	0.13544326172820398	0.323	0.205	1
JOSD2	0.016408595731550308	0.13544047031465556	0.307	0.216	1
BCAS3	0.02313110128780526	0.13541510831918624	0.14	0.086	1
ZNF780B	7.498377207324425e-4	0.13531654690462164	0.17	0.083	1
HSPG2	0.003869761869761749	0.1352857130038313	0.093	0.039	1
CRCP	0.0032484143014474796	0.1352454679134355	0.313	0.203	1
TMEM185A	0.007301153174495217	0.13510528232751776	0.143	0.081	1
IFITM1	0.0014822205143205501	0.135065885720603	0.07	0.021	1
FADS3	4.633733638380877e-6	0.13500433075173102	0.053	0	0.0919842464554988
RIT1	0.05820711475773327	0.13488269439738082	0.217	0.164	1
FUOM	0.01892978572907901	0.1348322120818226	0.327	0.244	1
KAT7	0.029734179439708363	0.13482260718251005	0.337	0.252	1
